Unnamed: 0,fecha,tweets
48,2020-04-03 00:33:47, ramonllzm tenemos que ir por este camino en ecuadorenemergencia  si te has dado cuenta que no son importantes tantos asambleista pu…
49,2020-04-03 00:33:33, gabrieladrianqd periodista soyfdelrincon de cnn cuestiona las medidas ineficientes del estado no quiere intermediarios pide la pre…
50,2020-04-03 00:33:26, tecnovare el coronavirus está dejando guayaquil en emergencia total con un estado totalmente ausente guayaquilsos ecuadorenemerge…
51,2020-04-03 00:33:23,más millones para el país 🤦🏼‍♂️a donde irá a parar este dinero 🤔ecuadorenemergencia ecuadorsos covidec https//tco/pkhoxdbds
52,2020-04-03 00:33:18,atentos ecuadorenemergencia sosecuador ecuadorsos covidec  comuniquense con esta persona para adquirir ins… https//tco/tjuysgm
53,2020-04-03 00:33:12, drexlerjorge fuerza guayaquil ayudemos a ecuadorecuadorsos guayaquilsos ecuadorenemergencia
54,2020-04-03 00:33:09, consuemary pero para qué preocuparse si lo que pasa en guayaquilsos no es cierto es puro fakenews sí o qué (sacamo) ves lo peligr…
55,2020-04-03 00:33:09, tpuj coronavirusecuador el dictador lenín moreno agradece a sus ministros por negar la atención hospitalaria y que los pacientes mu…
56,2020-04-03 00:32:58, danielloyat hay que empezar a replantear nuestras prioridades ecuadorenemergencia covidec quedateencasa https//tco/hnxumi
57,2020-04-03 00:32:57, yosuerv tristes y desgarradores testimonios ocurren en ecuadorenemergencia urgen los pronunciamientos y medidas cautelares de los o…
58,2020-04-03 00:32:48, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
59,2020-04-03 00:32:37, baironvallep ¡nos estaban mintiendocomunicacionec pretendió desviar la atención insinuando como fakenews a las noticias de persona…
60,2020-04-03 00:32:32,acciones como estas y otras + concretas  hacen falta a ecuador el país está pagando muy caro los malos gobiernos… https//tco/jpnlmofbr
61,2020-04-03 00:32:20, omarangulo er contagio autóctono local fase  peligro covid-la muerte toca a la puerta encierro o entierro tu eliges  ign…
62,2020-04-03 00:32:04,será verdad porque estoy investigando y lo que descubro indignacomo por ejemplo los falsos positivos que mane… https//tco/ghcxlgdo
63,2020-04-03 00:31:58, saladeprensafsa 🇦🇷argentina quedate en casa 🙏🙏🙏tristeza total en ecuador por falta de asistencia por el coronavirus el sistema de…
64,2020-04-03 00:31:56, baironvallep min mariapaularomo debería armar un instructivo para que alcaldes conozcan en qué casos no hay que polemizar y qué c…
65,2020-04-03 00:31:53, mujerleal ikiam otro logro de la revolución ciudadana ecuadorenemergencia coronavirusecuador https//tco/qybalngfq
66,2020-04-03 00:31:40, carmenn ecuadorenemergencia 🔊de verdad que duele‼️personas muriendo en la calle a consecuencia del covid qué pena‼️nada m…
67,2020-04-03 00:31:37,luisevivanco “de juez de poca conciencia no esperes justa sentencia” y más del que espera la plata para la pauta… https//tco/newottazf
68,2020-04-03 00:31:25,después de ver tanta  información en tw me duele la cabeza ecuadorenemergencia  sosecuador
69,2020-04-03 00:31:21, iosoyjctorres estimado de infectados por fechaproyección en base a daos hasta el  de marzo los números difícilmente se equivocan…
70,2020-04-03 00:31:20, lilidespl aquí no hay fakenews aquí hay una bola de inútiles pedimos ayuda no tenemos presidente y estamos muriendo en las calles…
71,2020-04-03 00:31:15, ecuadorvideo guayaquil y sus moradores en la ciudadela  y la f proceden por su cuenta poner el cal al fallecido cuerpo de  días por…
72,2020-04-03 00:31:10, cedocut con unidad y disciplina venceremos la guerra con el virusprimerolasaludprimerolavidaquédateencasaecuadorenemergencia…
73,2020-04-03 00:31:01, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
74,2020-04-03 00:30:57, ecuadorvideo 𝗣𝗹𝗮𝘆 &amp; 𝗥𝗧 ▶️ así están los médicos del ecuador en algunos lugares viendo la mejor manera de protegerse para poder salvar…
75,2020-04-03 00:30:51, baironvallep total indolencia con los médicos y enfermeras del iessec no son atendidos contagiados con el covid se ven obligados…
76,2020-04-03 00:30:28,atvpe julianaoxenford ojalá cumplan ess  que se burlan de todos y no estén llamando al general del aire mar o… https//tco/sncheolj
77,2020-04-03 00:30:24, bytati viene a darnos lecciones de humanismo el presidente que decidió pagar  millones en deuda externa en lugar de comprar kits…
78,2020-04-03 00:30:23, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
79,2020-04-03 00:30:10, willysmytch ecuadorenemergencia guayaquil de mis amores hoy tu cielo esta de luto ya no brillas como una perla quien se llevó tu b…
80,2020-04-03 00:30:05, bytati el propio presidente moreno desmiente las cifras oficiales presentadas por el coe aclara que ahora recogen  cadáveres diar…
81,2020-04-03 00:29:57, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
82,2020-04-03 00:29:50, bytati desgarrador testimonio de un ciudadano guayaquileño “mi cuñado se está muriendo () las medicinas que dijeron habían lleg…
83,2020-04-03 00:29:49, rnearaucania temuco farmaciadeturno esta noche salcobrand de av alemania  reddeemergencia rnearaucania todossomosrne abril…
84,2020-04-03 00:29:49, rolandotelesur el drama de guayaquil así fue el manejo de la crisis del nuevo coronavirus covid por los políticos de guayas s…
85,2020-04-03 00:29:43, tpuj 🔥 urgente 🔥 el dictador lenin moreno es indolente con el pueblo de ecuador niega atenciones en los hospitales y niega la entr…
86,2020-04-03 00:29:39, velybutera situación muy triste de este chico al ver que a su madre no le dan la atención que requiere por su estado en emergencia co…
87,2020-04-03 00:29:36, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
88,2020-04-03 00:29:27, rudytomastejada pedropabloduart aguschmer cupsfiregye emergenciasec tinocotania favor su ayuda con el señor guayaquilsos ecua…
89,2020-04-03 00:29:23, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
90,2020-04-03 00:29:22,en todos lados ocurre esto aún la gente no se da cuenta del timo cubano médico siempre decepcionan a donde van… https//tco/tyqhebst
91,2020-04-03 00:29:09, marcelaholguin miles de familias que hoy viven los momentos más dolorosos de su vida confiaron en la palabra de  cataandramuno ind…
92,2020-04-03 00:29:06, vicever más allá de su condición de traidor al pueblo que votó un programa de izquierdas leninmoreno ha demostrado ser un co…
93,2020-04-03 00:28:56,auxilio comunidad internacional amnistiaonline onues necesitamos que se investigue esto y se nos ayude… https//tco/ylntaalbb
94,2020-04-03 00:28:56, robinrobles alea otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo es un foco de contag…
95,2020-04-03 00:28:45, chinocarrasco guayaquil  lluvia en estos momentos en el norte de guayaquil sector san felipe nos informan que se escucha truenos…
96,2020-04-03 00:28:43,ante la inacción del gobierno en manabí debemos prepararnos para el peor escenario adverso dentro de la emergenci… https//tco/smsguopp
97,2020-04-03 00:28:37, wgomezr asambleaecuador cesarlitardo somosrc somosrcec es urgente que ustedes tomen una decisiÓn frente a la falta de un goberna…
98,2020-04-03 00:28:26,fuerzas hermanos me duele mucho el sufrimiento del pueblo ecuatoriano 🇧🇷🇪🇨 ecuadorenemergencia guayaquil
99,2020-04-03 00:28:25, mashinancyg x favor paremos al covidec le exigimos al gobierno de lenin solicite ayuda internacional porq su gobierno no tiene ca…
100,2020-04-03 00:28:20, elcuervonica 🆘⚠️🆘 lenin aquí están tus noticias falsas a ver si te haces eco de ellasengendr del malecuadorenemerge…
101,2020-04-03 00:28:19, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
102,2020-04-03 00:28:13, viviguevarav culpará y denunciará al presidente de el salvador👇https//tco/guyttfbt👇https//tco/kvkoid👇ecuadorenemerg…
103,2020-04-03 00:28:11, mashinancyg x favor paremos al covidec le exigimos al gobierno de lenin solicite ayuda internacional porq su gobierno no tiene ca…
104,2020-04-03 00:28:11,lenin matón de quinta habla de que son noticias falsas y más imajenes hablan por si solas ecuadorenemergencia renunciamoreno
105,2020-04-03 00:28:07, ecuadorvideo 𝗣𝗹𝗮𝘆 &amp; 𝗥𝗧 ▶️ así están los médicos del ecuador en algunos lugares viendo la mejor manera de protegerse para poder salvar…
106,2020-04-03 00:28:00,la diferencia entre guayaquil y quito está en sus lideres una de estas ciudades las lidera un médico ecuadorenemergencia
107,2020-04-03 00:27:58,adivine el personaje  ecuadorenemergencia covidec ecuadorsos quedateentucasa guayaquilsos  guayaquil https//tco/ysvtqaveo
108,2020-04-03 00:27:49,gente entienda si estamos en cuarentena es para no salir y cuarentena obligatoria es para la gente porfiada así… https//tco/ptlbqiwrj
109,2020-04-03 00:27:46, bytati viene a darnos lecciones de humanismo el presidente que decidió pagar  millones en deuda externa en lugar de comprar kits…
110,2020-04-03 00:27:45, agualsacajose nuestra tarea de hoy era hacer justicia por todxa los profesionales de salud familias víctimas gente indignada por es…
111,2020-04-03 00:27:34, gonzalezbready covid ☣️🇪🇨 ecuadorla problemática de los cadáveres de infectados por covid- en las casas radica en los más qu…
112,2020-04-03 00:27:33,ya somos famosos gracias lenin ¿será que mashirafael pagó este vídeoramiroaguilartsandinin… https//tco/tyanuoywmw
113,2020-04-03 00:27:31, carmenn ecuadorenemergencia 🔊de verdad que duele‼️personas muriendo en la calle a consecuencia del covid qué pena‼️nada m…
114,2020-04-03 00:27:30, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
115,2020-04-03 00:27:27,ikiam otro logro de la revolución ciudadana ecuadorenemergencia coronavirusecuador https//tco/qybalngfq
116,2020-04-03 00:27:26,revistavistazo cbsamborondon para el ecuadorenemergencia o para el gobierno
117,2020-04-03 00:27:25, bytati el propio presidente moreno desmiente las cifras oficiales presentadas por el coe aclara que ahora recogen  cadáveres diar…
118,2020-04-03 00:27:24, ghidalgoandrade se la pasan en pendejadas y quitan el tiempo a quienes sí trabajan una resolución no regula nada ni tiene fuerza vinc…
119,2020-04-03 00:27:24, carmenn ecuadorenemergencia 🔊de verdad que duele‼️personas muriendo en la calle a consecuencia del covid qué pena‼️nada m…
120,2020-04-03 00:27:23,es ironía que se miles de acogan a ddhhcuando militares a lo largo de la historia han masacrado a la clase obrera… https//tco/syuryxfn
121,2020-04-03 00:27:22, rudytomastejada pedropabloduart aguschmer cupsfiregye emergenciasec tinocotania favor su ayuda con el señor guayaquilsos ecua…
122,2020-04-03 00:27:17, veronicaariasf en medio de todo el dolor y la angustia por esta terrible pandemia también hay esperanza en loja recibieron el alta…
123,2020-04-03 00:27:14, veronicaariasf en medio de todo el dolor y la angustia por esta terrible pandemia también hay esperanza en loja recibieron el alta…
124,2020-04-03 00:27:13, futtrabajadores mañana cacerolazo  por la vida la salud el empleo y alimento para los más pobres ✊sosguayaquil ecuador…
125,2020-04-03 00:27:13, efuentesec falso el titular de la noticia unos bancos si lo han hecho para todos los tarjetahabientes; otros es bajo petición y anál…
126,2020-04-03 00:27:10, lilidespl aquí no hay fakenews aquí hay una bola de inútiles pedimos ayuda no tenemos presidente y estamos muriendo en las calles…
127,2020-04-03 00:27:08,según otros lo que pasa en ecuador es un fakenews la gente por medio de redes piden ayuda para sus familiares si… https//tco/atsnibkoy
128,2020-04-03 00:27:01, wgomezr fiscaliaecuador a qué hora mandan a intervenir a este medio q está desestabilizando a su gobierno ahh perdón no es correista…
129,2020-04-03 00:26:55, mashinancyg x favor paremos al covidec le exigimos al gobierno de lenin solicite ayuda internacional porq su gobierno no tiene ca…
130,2020-04-03 00:26:54, lissjoha villamar pida que también le den de baja a cnn  😂 fabovillamar lenin sosguayaquil sosecuador ecuadorenemergencia
131,2020-04-03 00:26:49, michaellojano que te han hecho ecuadorecuadorenemergencia https//tco/zsnggguje
132,2020-04-03 00:26:45, bytati el pueblo ecuatoriano está sufriendo hospitales desbordados no hay pruebas ni medicinas queman cadáveres en descampados ¿y…
133,2020-04-03 00:26:33, ramonllzm tenemos que ir por este camino en ecuadorenemergencia  si te has dado cuenta que no son importantes tantos asambleista pu…
134,2020-04-03 00:26:33, emirmontoya robinrobles robinsón necesitamos ayuda internacional de cuba china rusia alemaniael gobierno no puede no sabe no…
135,2020-04-03 00:26:32, flakissguevara cuando todo esto termine lo primero que haré es ir por tí bebé encebollado 💓ecuadorenemergencia sosecuador ecuado…
136,2020-04-03 00:26:31, lexkander 🔴guayaquil hospital francisco icaza bustamanteestá es la realidad no estamos mintiendo no hay un solo médico exclama…
137,2020-04-03 00:26:28, baironvallep ¡nos estaban mintiendocomunicacionec pretendió desviar la atención insinuando como fakenews a las noticias de persona…
138,2020-04-03 00:26:21,que triste lo que está pasando en guayaquil dios los bendigaecuadorenemergencia quedateencasa
139,2020-04-03 00:26:18, veronicaariasf en medio de todo el dolor y la angustia por esta terrible pandemia también hay esperanza en loja recibieron el alta…
140,2020-04-03 00:26:13, kguijarro sosguayaquil ecuadorenemergenciacubaporlasaludpongan atención con responsabilidad a guayaquil no sean inhumanos https…
141,2020-04-03 00:26:11, ghidalgoandrade se la pasan en pendejadas y quitan el tiempo a quienes sí trabajan una resolución no regula nada ni tiene fuerza vinc…
142,2020-04-03 00:26:10,aquí no hay fakenews aquí hay una bola de inútiles pedimos ayuda no tenemos presidente y estamos muriendo en la… https//tco/petooery
143,2020-04-03 00:26:08,ottosonnenh saludec drjuanczevallos iessec paulgranda pedropabloduart goberdelguayas riesgosec alexocles… https//tco/vyzoatcxt
144,2020-04-03 00:26:02, consuemary pero para qué preocuparse si lo que pasa en guayaquilsos no es cierto es puro fakenews sí o qué (sacamo) ves lo peligr…
145,2020-04-03 00:26:01,eso se vive en ecuadorenemergencia estamos en manos de ineptos https//tco/agyqwdyybg
146,2020-04-03 00:25:42, culebradigital urgentela inoperancia de un idiota titere  arrastrado a realdonaldtrump el mismo discurso fascista criminal de los…
147,2020-04-03 00:25:40, jayclandestino rubenloor soyfdelrincon no le alcanzó el cheque de rueditas a este asqueroso de fernandito golpea mujeres diciend…
148,2020-04-03 00:25:34, culturavialec en guayaquil la desobediencia civil a la orden del día y siguen luchando por mantenerse en los primeros lugares de cont…
149,2020-04-03 00:25:32, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
150,2020-04-03 00:25:32, emirmontoya robinrobles robinsón necesitamos ayuda internacional de cuba china rusia alemaniael gobierno no puede no sabe no…
151,2020-04-03 00:25:30, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
152,2020-04-03 00:25:22,fridakl carlittos definitivamente morenovirus elpeorgobiernodelahistoria elgobiernotemiente ecuadorenemergencia
153,2020-04-03 00:25:17, robinrobles alea otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo es un foco de contag…
154,2020-04-03 00:25:17, emirmontoya robinrobles robinsón necesitamos ayuda internacional de cuba china rusia alemaniael gobierno no puede no sabe no…
155,2020-04-03 00:25:17, baironvallep ¡nos estaban mintiendocomunicacionec pretendió desviar la atención insinuando como fakenews a las noticias de persona…
156,2020-04-03 00:25:16, lexkander ecuadorenemergencia que pena que el mundo nos vea así 😣 https//tco/bdlvvuso
157,2020-04-03 00:25:12, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
158,2020-04-03 00:25:08, carmenn ecuadorenemergencia 🔊de verdad que duele‼️personas muriendo en la calle a consecuencia del covid qué pena‼️nada m…
159,2020-04-03 00:25:07, robinrobles alea otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo es un foco de contag…
160,2020-04-03 00:25:07, rudytomastejada pedropabloduart aguschmer cupsfiregye emergenciasec tinocotania favor su ayuda con el señor guayaquilsos ecua…
161,2020-04-03 00:24:54, emirmontoya robinrobles robinsón necesitamos ayuda internacional de cuba china rusia alemaniael gobierno no puede no sabe no…
162,2020-04-03 00:24:48, cattuvela 💢 las únicas mascarillas que valen son las n o quirúrgicas guayaquil si usan de tela se están exponiendo  esta informa…
163,2020-04-03 00:24:43,hace dos minutos los retrasados de ecuavisa hablaban de desabastecimiento en new york está noticia lo desmiente po… https//tco/eyohksjzmz
164,2020-04-03 00:24:38, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
165,2020-04-03 00:24:36,ecuavisa coyumo ecuadorenemergencia sosecuador ecuadorsos cuenca elpeorgobiernodelahistoria paulgranda ladr… https//tco/gpcmsrfy
166,2020-04-03 00:24:32, jayclandestino rubenloor soyfdelrincon no le alcanzó el cheque de rueditas a este asqueroso de fernandito golpea mujeres diciend…
167,2020-04-03 00:24:14,por qué aún no lo han destituido a granda si fuera paolapabon ya estuviera tras las rejas lo mismo viteri 🤬🤬🤬🤬… https//tco/qeridtjo
168,2020-04-03 00:24:12,porqué en los informes que dan por televisión no dan este informe ecuadorenemergencia https//tco/xraadjyvr
169,2020-04-03 00:24:07, rudytomastejada pedropabloduart aguschmer cupsfiregye emergenciasec tinocotania favor su ayuda con el señor guayaquilsos ecua…
170,2020-04-03 00:24:00, drexlerjorge fuerza guayaquil ayudemos a ecuadorecuadorsos guayaquilsos ecuadorenemergencia
171,2020-04-03 00:23:46,riesgosec lenin lorohomeroen este punto no se salva el país más avanzado sino la tribu más disciplinada… https//tco/iaijlautc
172,2020-04-03 00:23:42,nayibbukele acciones así son dignas de aplaudir el gobierno siempre debe estár distanciado de intereses particula… https//tco/gaggccc
173,2020-04-03 00:23:41, robinrobles alea otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo es un foco de contag…
174,2020-04-03 00:23:40, bytati viene a darnos lecciones de humanismo el presidente que decidió pagar  millones en deuda externa en lugar de comprar kits…
175,2020-04-03 00:23:34, bytati el propio presidente moreno desmiente las cifras oficiales presentadas por el coe aclara que ahora recogen  cadáveres diar…
176,2020-04-03 00:23:28, lexkander ecuadorenemergencia que pena que el mundo nos vea así 😣 https//tco/bdlvvuso
177,2020-04-03 00:23:27, baironvallep min mariapaularomo debería armar un instructivo para que alcaldes conozcan en qué casos no hay que polemizar y qué c…
178,2020-04-03 00:23:13, jlexis ya saben si alguien mas se muere es para ir en contra del gobierno ecuadorenemergencia ecuadorsos  ecuadorencrisis https…
179,2020-04-03 00:23:07, bytati el propio presidente moreno desmiente las cifras oficiales presentadas por el coe aclara que ahora recogen  cadáveres diar…
180,2020-04-03 00:23:06,canaltelevida avísenme al director gral de escuelas que su ignorancia es total respecto de la realidad hay lugar… https//tco/vuheywj
181,2020-04-03 00:23:06, robinrobles alea otro caso con datos claros y detalles de la ubicación es imprescindible retirar ese cuerpo es un foco de contag…
182,2020-04-03 00:23:05, efuentesec falso el titular de la noticia unos bancos si lo han hecho para todos los tarjetahabientes; otros es bajo petición y anál…
183,2020-04-03 00:22:58, renacova increíble 😔 💔 ecuadorenemergencia https//tco/ovrnmwtma
184,2020-04-03 00:22:48, ecuadorvideo 𝗣𝗹𝗮𝘆 &amp; 𝗥𝗧 ▶️ así están los médicos del ecuador en algunos lugares viendo la mejor manera de protegerse para poder salvar…
185,2020-04-03 00:22:41, steevenmaciastv siguen cerrando las tiendas  qué pasa en el norte de guayaquil los dueños se han ido a sus lugares de origenle…
186,2020-04-03 00:22:37, carmenn ecuadorenemergencia 🔊de verdad que duele‼️personas muriendo en la calle a consecuencia del covid qué pena‼️nada m…
187,2020-04-03 00:22:36, carmenn ecuadorenemergencia 🔊de verdad que duele‼️personas muriendo en la calle a consecuencia del covid qué pena‼️nada m…
188,2020-04-03 00:22:30, renacova increíble 😔 💔 ecuadorenemergencia https//tco/ovrnmwtma
189,2020-04-03 00:22:21, ecuadorvideo situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia y le niega…
190,2020-04-03 00:22:20,lucianopereyra yo acá cocinando una medialuna para la familia ecuadorenemergencia  ❤️🥐🇦🇷🙏🏻 https//tco/zoplbgd
191,2020-04-03 00:22:19, bytati viene a darnos lecciones de humanismo el presidente que decidió pagar  millones en deuda externa en lugar de comprar kits…
192,2020-04-03 00:22:16,falso el titular de la noticia unos bancos si lo han hecho para todos los tarjetahabientes; otros es bajo petició… https//tco/chwtodt
193,2020-04-03 00:22:10, bytati el propio presidente moreno desmiente las cifras oficiales presentadas por el coe aclara que ahora recogen  cadáveres diar…
194,2020-04-03 00:22:04, exzambranom este es un ejemplo tomado de colombia desde cualquier postura social y económica puedes ayudarsiempre podemos nuestro…
195,2020-04-03 00:21:59, tpuj coronavirusecuador el dictador lenín moreno agradece a sus ministros por negar la atención hospitalaria y que los pacientes mu…
196,2020-04-03 00:21:57, flakissguevara cuando todo esto termine lo primero que haré es ir por tí bebé encebollado 💓ecuadorenemergencia sosecuador ecuado…
197,2020-04-03 00:21:53, para que el mundo vea que no solo el gobierno es el culpable covid covidec coronavirusecuador… https//tco/hlneywtyw
198,2020-04-03 00:21:52, ghidalgoandrade se la pasan en pendejadas y quitan el tiempo a quienes sí trabajan una resolución no regula nada ni tiene fuerza vinc…
